"key"	"name_de"
"N01"	"ANÄSTHETIKA"
"N01A"	"ALLGEMEINANÄSTHETIKA"
"N01AA"	"Ether"
"N01AB"	"Halogenierte Kohlenwasserstoffe"
"N01AF"	"Barbiturate, rein"
"N01AG"	"Barbiturate in Kombination mit anderen Mitteln"
"N01AH"	"Opioidanästhetika"
"N01AX"	"Andere Allgemeinanästhetika"
"N01B"	"LOKALANÄSTHETIKA"
"N01BA"	"Ester der Aminobenzoesäure"
"N01BB"	"Amide"
"N01BC"	"Ester der Benzoesäure"
"N01BH"	"Homöopathische und anthroposophische Lokalanästhetika"
"N01BX"	"Andere Lokalanästhetika"
"N02"	"ANALGETIKA"
"N02A"	"OPIOIDE"
"N02AA"	"Natürliche Opium-Alkaloide"
"N02AB"	"Phenylpiperidin-Derivate"
"N02AC"	"Diphenylpropylamin-Derivate"
"N02AD"	"Benzomorphan-Derivate"
"N02AE"	"Oripavin-Derivate"
"N02AF"	"Morphinan-Derivate"
"N02AG"	"Opioide in Kombination mit Spasmolytika"
"N02AX"	"Andere Opioide"
"N02B"	"ANDERE ANALGETIKA UND ANTIPYRETIKA"
"N02BA"	"Salicylsäure und Derivate"
"N02BB"	"Pyrazolone"
"N02BE"	"Anilide"
"N02BG"	"Andere Analgetika und Antipyretika"
"N02BH"	"Homöopathische und anthroposophische Analgetika und Antipyretika"
"N02BP"	"Pflanzliche Analgetika und Antipyretika"
"N02C"	"MIGRÄNEMITTEL"
"N02CA"	"Mutterkorn-Alkaloide"
"N02CB"	"Corticosteroid-Derivate"
"N02CC"	"Selektive Serotonin-5HT1-Agonisten"
"N02CH"	"Homöopathische und anthroposophische Migränemittel"
"N02CP"	"Pflanzliche  Migränemittel"
"N02CX"	"Andere Migränemittel"
"N03"	"ANTIEPILEPTIKA"
"N03A"	"ANTIEPILEPTIKA"
"N03AA"	"Barbiturate und Derivate"
"N03AB"	"Hydantoin-Derivate"
"N03AC"	"Oxazolidin-Derivate"
"N03AD"	"Succinimid-Derivate"
"N03AE"	"Benzodiazepin-Derivate"
"N03AF"	"Carboxamid-Derivate"
"N03AG"	"Fettsäure-Derivate"
"N03AX"	"Andere Antiepileptika"
"N04"	"ANTIPARKINSONMITTEL"
"N04A"	"ANTICHOLINERGIKA"
"N04AA"	"Tertiäre Amine"
"N04AB"	"Ether, chemisch den Antihistaminika verwandt"
"N04AC"	"Tropinether oder Tropin-Derivate"
"N04AH"	"Homöopathische und anthroposophische Antiparkinsonmittel"
"N04B"	"DOPAMINERGE MITTEL"
"N04BA"	"Dopa und Dopa-Derivate"
"N04BB"	"Adamantan-Derivate"
"N04BC"	"Dopamin-Agonisten"
"N04BD"	"Monoaminoxidase-B-Hemmer"
"N04BX"	"Andere dopaminerge Mittel"
"N05"	"PSYCHOLEPTIKA"
"N05A"	"ANTIPSYCHOTIKA"
"N05AA"	"Phenothiazine mit aliphatischer Seitenkette"
"N05AB"	"Phenothiazine mit Piperazinstruktur"
"N05AC"	"Phenothiazine mit Piperidinstruktur"
"N05AD"	"Butyrophenon-Derivate"
"N05AE"	"Indol-Derivate"
"N05AF"	"Thioxanthen-Derivate"
"N05AG"	"Diphenylbutylpiperidin-Derivate"
"N05AH"	"Diazepine, Oxazepine, Thiazepine und Oxepine"
"N05AL"	"Benzamide"
"N05AN"	"Lithium"
"N05AX"	"Andere Antipsychotika"
"N05B"	"ANXIOLYTIKA"
"N05BA"	"Benzodiazepin-Derivate"
"N05BB"	"Diphenylmethan-Derivate"
"N05BC"	"Carbamate"
"N05BD"	"Dibenzo-bicyclo-octadien-Derivate"
"N05BE"	"Azaspirodecandion-Derivate"
"N05BP"	"Pflanzliche Anxiolytika"
"N05BX"	"Andere Anxiolytika"
"N05C"	"HYPNOTIKA UND SEDATIVA"
"N05CA"	"Barbiturate, rein"
"N05CB"	"Barbiturate, Kombinationen"
"N05CC"	"Aldehyde und Derivate"
"N05CD"	"Benzodiazepin-Derivate"
"N05CE"	"Piperidindion-Derivate"
"N05CF"	"Benzodiazepin-verwandte Mittel"
"N05CH"	"Melatonin-Rezeptoragonisten"
"N05CM"	"Andere Hypnotika und Sedativa"
"N05CP"	"Pflanzliche Hypnotika und Sedativa"
"N05CX"	"Hypnotika und Sedativa in Kombination, exkl. Barbiturate"
"N05H"	"HOMÖOPATHISCHE UND ANTHROPOSOPHISCHE PSYCHOLEPTIKA"
"N05HH"	"Homöopathische und anthroposophische Hypnotika und Sedativa"
"N06"	"PSYCHOANALEPTIKA"
"N06A"	"ANTIDEPRESSIVA"
"N06AA"	"Nichtselektive Monoamin-Wiederaufnahmehemmer"
"N06AB"	"Selektive Serotonin-Wiederaufnahmehemmer"
"N06AF"	"Monoaminoxidasehemmer, nichtselektiv"
"N06AG"	"Monoaminoxidase-A-Hemmer"
"N06AH"	"Homöopathische und anthroposophische Antidepressiva"
"N06AP"	"Pflanzliche Antidepressiva"
"N06AX"	"Andere Antidepressiva"
"N06B"	"PSYCHOSTIMULANZIEN, MITTEL FÜR DIE ADHD UND NOOTROPIKA"
"N06BA"	"Zentral wirkende Sympathomimetika"
"N06BC"	"Xanthin-Derivate"
"N06BX"	"Andere Psychostimulanzien und Nootropika"
"N06C"	"PSYCHOLEPTIKA UND PSYCHOANALEPTIKA IN KOMBINATION"
"N06CA"	"Antidepressiva in Kombination mit Psycholeptika"
"N06CB"	"Psychostimulanzien in Kombination mit Psycholeptika"
"N06D"	"ANTIDEMENTIVA"
"N06DA"	"Cholinesterasehemmer"
"N06DP"	"Pflanzliche Antidementiva"
"N06DX"	"Andere Antidementiva"
"N07"	"ANDERE MITTEL FÜR DAS NERVENSYSTEM"
"N07A"	"PARASYMPATHOMIMETIKA"
"N07AA"	"Cholinesterasehemmer"
"N07AB"	"Cholinester"
"N07AX"	"Andere Parasympathomimetika"
"N07B"	"MITTEL ZUR BEHANDLUNG VON SUCHTERKRANKUNGEN"
"N07BA"	"Mittel zur Behandlung der Nikotinabhängigkeit"
"N07BB"	"Mittel zur Behandlung der Alkoholabhängigkeit"
"N07BC"	"Mittel zur Behandlung der Opiatabhängigkeit"
"N07C"	"ANTIVERTIGINOSA"
"N07CA"	"Antivertiginosa"
"N07CH"	"Homöopathische und anthroposophische Antivertigonosa"
"N07X"	"ANDERE MITTEL FÜR DAS NERVENSYSTEM"
"N07XA"	"Ganglioside und Gangliosid-Derivate"
"N07XB"	"Neuropathiepräparate"
"N07XH"	"Andere homöopathische und anthroposophische Mittel für das Nervensystem"
"N07XX"	"Andere Mittel für das Nervensystem"
"P"	"ANTIPARASITÄRE MITTEL, INSEKTIZIDE UND REPELLENZIEN"
"P01"	"MITTEL GEGEN PROTOZOEN-ERKRANKUNGEN"
"P01A"	"MITTEL GEGEN AMÖBIASIS UND ANDERE PROTOZOEN-ERKRANKUNGEN"
"P01AA"	"Hydroxychinolin-Derivate"
"P01AB"	"Nitroimidazol-Derivate"
"P01AC"	"Dichloracetamid-Derivate"
"P01AR"	"Arsen-haltige Verbindungen"
"P01AX"	"Andere Mittel gegen Amöbiasis und andere Protozoen-Erkrankungen"
"P01B"	"MALARIAMITTEL"
"P01BA"	"Aminochinoline"
"P01BB"	"Biguanide"
"P01BC"	"Methanolchinoline"
"P01BD"	"Diaminopyrimidine"
"P01BE"	"Artemisinin und Derivate, rein"
"P01BF"	"Artemisinin und Derivate, Kombinationen"
"P01BX"	"Andere Malariamittel"
"P01C"	"MITTEL GEGEN LEISHMANIASIS UND TRYPANOSOMIASIS"
"P01CA"	"Nitroimidazol-Derivate"
"P01CB"	"Antimon-haltige Verbindungen"
"P01CC"	"Nitrofuran-Derivate"
"P01CD"	"Arsen-haltige Verbindungen"
"P01CX"	"Andere Mittel gegen Leishmaniasis und Trypanosomiasis"
"P02"	"ANTHELMINTIKA"
"P02B"	"TREMATODENMITTEL"
"P02BA"	"Chinolin-Derivate und verwandte Substanzen"
"P02BB"	"Organophosphat-Verbindungen"
"P02BX"	"Andere Trematodenmittel"
"P02C"	"NEMATODENMITTEL"
"P02CA"	"Benzimidazol-Derivate"
"P02CB"	"Piperazin und Derivate"
"P02CC"	"Tetrahydropyrimidin-Derivate"
"P02CE"	"Imidazothiazol-Derivate"
"P02CF"	"Avermektine"
"P02CX"	"Andere Nematodenmittel"
"P02D"	"BANDWURMMITTEL"
"P02DA"	"Salicylsäure-Derivate"
"P02DX"	"Andere Bandwurmmittel"
"P03"	"MITTEL GEGEN EKTOPARASITEN, INKL. ANTISCABIOSA, INSEKTIZIDE UND REPELLENZIEN"
"P03A"	"MITTEL GEGEN EKTOPARASITEN, INKL. ANTISCABIOSA"
"P03AA"	"Schwefel-haltige Mittel"
"P03AB"	"Chlor-haltige Mittel"
"P03AC"	"Pyrethrine, inkl. synthetische Verbindungen"
"P03AP"	"Pflanzliche Mittel gegen Ektoparasiten"
"P03AX"	"Andere Mittel gegen Ektoparasiten, inkl. Antiscabiosa"
"P03B"	"INSEKTIZIDE UND REPELLENZIEN"
"P03BA"	"Pyrethrine"
"P03BX"	"Andere Insektizide und Repellenzien"
"R"	"RESPIRATIONSTRAKT"
"R01"	"RHINOLOGIKA"
"R01A"	"DEKONGESTIVA UND ANDERE RHINOLOGIKA ZUR TOPISCHEN ANWENDUNG"
"R01AA"	"Sympathomimetika, rein"
"R01AB"	"Sympathomimetika, Kombinationen exkl. Corticosteroide"
"R01AC"	"Antiallergika, exkl. Corticosteroide"
"R01AD"	"Corticosteroide"
"R01AH"	"Homöopathische und anthroposophische Rhinologika zur topischen Anwendung"
"R01AP"	"Pflanzliche Rhinologika zur topischen Anwendung"
"R01AX"	"Andere Rhinologika"
"R01B"	"NASALE DEKONGESTIVA ZUR SYSTEMISCHEN ANWENDUNG"
"R01BA"	"Sympathomimetika"
"R01BH"	"Homöopathische und anthroposophische Rhinologika zur systemischen Anwendung"
"R01BP"	"Pflanzliche Rhinologika zur systemischen Anwendung"
"R01BX"	"Andere systemische Rhinologika"
"R02"	"HALS- UND RACHENTHERAPEUTIKA"
"R02A"	"HALS- UND RACHENTHERAPEUTIKA"
"R02AA"	"Antiseptika"
"R02AB"	"Antibiotika"
"R02AD"	"Lokalanästhetika"
"R02AH"	"Homöopathische und anthroposophische Hals- und Rachentherapeutika"
"R02AP"	"Pflanzliche Hals- und Rachentherapeutika"
"R02AX"	"Andere Hals- und Rachentherapeutika"
"R03"	"MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN"
"R03A"	"INHALATIVE SYMPATHOMIMETIKA"
"R03AA"	"Alpha- und Beta-Adrenozeptor-Agonisten"
"R03AB"	"Nichtselektive Beta-Adrenozeptor-Agonisten"
"R03AC"	"Selektive Beta2-Adrenozeptor-Agonisten"
"R03AH"	"Kombinationen von Sympathomimetika"
"R03AK"	"Sympathomimetika in Kombination mit Corticosteroiden oder anderen Mitteln, exkl. Anticholinergika"
"R03AL"	"Sympathomimetika in Kombination mit Anticholinergika"
"R03B"	"ANDERE INHALATIVE MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN"
"R03BA"	"Glucocorticoide"
"R03BB"	"Anticholinergika"
"R03BC"	"Antiallergika, exkl. Corticosteroide"
"R03BX"	"Andere inhalative Mittel bei obstruktiven Atemwegserkrankungen"
"R03C"	"SYMPATHOMIMETIKA ZUR SYSTEMISCHEN ANWENDUNG"
"R03CA"	"Alpha- und Beta-Adrenozeptor-Agonisten"
"R03CB"	"Nichtselektive Beta-Adrenozeptor-Agonisten"
"R03CC"	"Selektive Beta2-Adrenozeptor-Agonisten"
"R03CK"	"Sympathomimetika und andere Mittel bei obstruktiven Atemwegserkrankungen"
"R03D"	"ANDERE MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN ZUR SYSTEMISCHEN ANWENDUNG"
"R03DA"	"Xanthine"
"R03DB"	"Xanthine und Sympathomimetika"
"R03DC"	"Leukotrienrezeptor-Antagonisten"
"R03DH"	"Homöopathische und anthroposophische Mittel bei obstruktiven Atemwegserkrankungen zur systemischen Anwendung"
"R03DX"	"Andere Mittel bei obstruktiven Atemwegserkrankungen zur systemischen Anwendung"
"R04"	"BRUSTEINREIBUNGEN UND ANDERE INHALATE"
"R04A"	"BRUSTEINREIBUNGEN UND ANDERE INHALATE"
"R04AH"	"Homöopathische und anthroposophische Brusteinreibungen"
"R04AP"	"Pflanzliche Brusteinreibungen und Inhalate, inkl. Bäder"
"R04AX"	"Andere Inhalate"
"R05"	"HUSTEN- UND ERKÄLTUNGSMITTEL"
"R05C"	"EXPEKTORANZIEN, EXKL. KOMBINATIONEN MIT ANTITUSSIVA"
"R05CA"	"Expektoranzien"
"R05CB"	"Mukolytika"
"R05CH"	"Homöopathische und anthroposophische Expektoranzien"
"R05CP"	"Pflanzliche Expektoranzien"
"R05D"	"ANTITUSSIVA, EXKL. KOMBINATIONEN MIT EXPEKTORANZIEN"
"R05DA"	"Opium-Alkaloide und Derivate"
"R05DB"	"Andere Antitussiva"
"R05DP"	"Pflanzliche Antitussiva"
"R05F"	"ANTITUSSIVA UND EXPEKTORANZIEN, KOMBINATIONEN"
"R05FA"	"Opium-Derivate und Expektoranzien"
"R05FB"	"Andere Antitussiva und Expektoranzien"
"R05FH"	"Homöopathische und anthroposophische Antitussiva und Expektoranzien"
"R05FP"	"Pflanzliche Antitussiva und Expektoranzien"
"R05G"	"ANTITUSSIVA UND EXPEKTORANZIEN, KOMBINATIONEN MIT ANTIBIOTIKA"
"R05GA"	"Antitussiva und Antibiotika"
"R05GB"	"Expektoranzien und Antibiotika"
"R05GC"	"Expektoranzien und Sulfonamide"
"R05X"	"ANDERE ZUBEREITUNGEN GEGEN ERKÄLTUNGSKRANKHEITEN"
"R05XA"	"Analgetika-haltige Mittel gegen Erkältungskrankheiten"
"R05XC"	"Andere Mittel gegen Erkältungskrankheiten"
"R05XH"	"Homöopathische und anthroposophische Mittel gegen Erkältungskrankheiten"
"R06"	"ANTIHISTAMINIKA ZUR SYSTEMISCHEN ANWENDUNG"
"R06A"	"ANTIHISTAMINIKA ZUR SYSTEMISCHEN ANWENDUNG"
"R06AA"	"Aminoalkylether"
"R06AB"	"Substituierte Alkylamine"
"R06AC"	"Substituierte Ethylendiamine"
"R06AD"	"Phenothiazin-Derivate"
"R06AE"	"Piperazin-Derivate"
"R06AK"	"Kombinationen von Antihistaminika"
"R06AX"	"Andere Antihistaminika zur systemischen Anwendung"
"R07"	"ANDERE MITTEL FÜR DEN RESPIRATIONSTRAKT"
"R07A"	"ANDERE MITTEL FÜR DEN RESPIRATIONSTRAKT"
"R07AA"	"Surfactant-Präparate"
"R07AB"	"Atemstimulanzien"
"R07AH"	"Andere homöopathische und anthroposophische Mittel für den Respirationstrakt"
"R07AX"	"Andere Mittel für den Respirationstrakt"
"S"	"SINNESORGANE"
"S01"	"OPHTHALMIKA*"
"S01A"	"ANTIINFEKTIVA"
"S01AA"	"Antibiotika"
"S01AB"	"Sulfonamide"
"S01AD"	"Antivirale Mittel"
"S01AE"	"Fluorchinolone"
"S01AX"	"Andere Antiinfektiva"
"S01B"	"ANTIPHLOGISTIKA"
"S01BA"	"Corticosteroide, rein"
"S01BB"	"Corticosteroide und Mydriatika in Kombination"
"S01BC"	"Nichtsteroidale Antiphlogistika"
"S01BX"	"Corticosteroide, Kombinationen mit anderen Mitteln"
"S01C"	"ANTIPHLOGISTIKA UND ANTIINFEKTIVA IN KOMBINATION"
"S01CA"	"Corticosteroide und Antiinfektiva in Kombination"
"S01CB"	"Corticosteroide/Antiinfektiva/Mydriatika in Kombination"
"S01CC"	"Nichtsteroidale Antiphlogistika und Antiinfektiva in Kombination"
"S01E"	"GLAUKOMMITTEL UND MIOTIKA"
"S01EA"	"Sympathomimetika in der Glaukomtherapie"
"S01EB"	"Parasympathomimetika"
"S01EC"	"Carboanhydrasehemmer"
"S01ED"	"Beta-Adrenozeptor-Antagonisten"
"S01EE"	"Prostaglandin-Analoga"
"S01EX"	"Andere Glaukommittel"
"S01F"	"MYDRIATIKA UND ZYKLOPLEGIKA"
"S01FA"	"Anticholinergika"
"S01FB"	"Sympathomimetika, exkl. Glaukommittel"
"S01G"	"DEKONGESTIVA UND ANTIALLERGIKA"
"S01GA"	"Sympathomimetika als Dekongestiva"
"S01GX"	"Andere Antiallergika"
"S01H"	"LOKALANÄSTHETIKA"
"S01HA"	"Lokalanästhetika"
"S01J"	"DIAGNOSTIKA"
"S01JA"	"Farbstoffe"
"S01JX"	"Andere ophthalmologische Diagnostika"
"S01K"	"CHIRURGISCHE HILFSMITTEL"
"S01KA"	"Viskoelastische Substanzen"
"S01KX"	"Andere chirurgische Hilfsmittel"
"S01L"	"MITTEL GEGEN VASKULÄRE AUGENERKRANKUNGEN"
"S01LA"	"Antineovaskuläre Mittel"
"S01X"	"ANDERE OPHTHALMIKA"
"S01XA"	"Andere Ophthalmika"
"S01XB"	"Antikataraktika"
"S01XC"	"Filmbildner"
"S01XH"	"Homöopathische und anthroposophische Ophthalmika"
"S02"	"OTOLOGIKA"
"S02A"	"ANTIINFEKTIVA"
"S02AA"	"Antiinfektiva"
"S02B"	"CORTICOSTEROIDE"
"S02BA"	"Corticosteroide"
"S02C"	"CORTICOSTEROIDE UND ANTIINFEKTIVA IN KOMBINATION"
"S02CA"	"Corticosteroide und Antiinfektiva in Kombination"
"S02D"	"ANDERE OTOLOGIKA"
"S02DA"	"Analgetika und Anästhetika"
"S02DC"	"Indifferente Zubereitungen"
"S02DH"	"Homöopathische und anthroposophische  Otologika"
"S03"	"OPHTHALMOLOGISCHE UND OTOLOGISCHE ZUBEREITUNGEN"
"S03A"	"ANTIINFEKTIVA"
"S03AA"	"Antiinfektiva"
"S03B"	"CORTICOSTEROIDE"
"S03BA"	"Corticosteroide"
"S03C"	"CORTICOSTEROIDE UND ANTIINFEKTIVA IN KOMBINATION"
"S03CA"	"Corticosteroide und Antiinfektiva in Kombination"
"S03D"	"ANDERE OPHTHALMOLOGISCHE UND OTOLOGISCHE ZUBEREITUNGEN"
"V"	"VARIA"
"V01"	"ALLERGENE"
"V01A"	"ALLERGENE"
"V01AA"	"Allergen-Extrakte"
"V03"	"ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL"
"V03A"	"ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL"
"V03AB"	"Antidote"
"V03AC"	"Eisen-Chelatbildner"
"V03AE"	"Mittel zur Behandlung der Hyperkaliämie und Hyperphosphatämie"
"V03AF"	"Entgiftungsmittel für die Behandlung mit Zytostatika"
"V03AG"	"Mittel zur Behandlung der Hyperkalzämie"
"V03AH"	"Mittel zur Behandlung der Hypoglykämie"
"V03AK"	"Gewebekleber"
"V03AM"	"Mittel zur Embolisation"
"V03AN"	"Medizinische Gase"
"V03AX"	"Andere therapeutische Mittel"
"V03AZ"	"Nerven dämpfende Mittel"
"V04"	"DIAGNOSTIKA"
"V04B"	"URIN-TESTS"
"V04BA"	"Urin-Tests"
"V04C"	"ANDERE DIAGNOSTIKA"
"V04CA"	"Diabetes-Tests"
"V04CB"	"Fettabsorptions-Tests"
"V04CC"	"Gallenfluss-Tests"
"V04CD"	"Hypophysenfunktions-Tests"
"V04CE"	"Leberfunktions-Tests"
"V04CF"	"Tuberkulose-Diagnostika"
"V04CG"	"Magensäuresekretions-Tests"
"V04CH"	"Nierenfunktionstests und Tests auf Harnleiterverletzungen"
"V04CJ"	"Schilddrüsenfunktions-Tests"
"V04CK"	"Pankreasfunktions-Tests"
"V04CL"	"Allergie-Tests"
"V04CM"	"Fertilitäts-Tests"
"V04CN"	"Tests auf missbräuchlich angewendete Wirkstoffe"
"V04CO"	"Myokardinfarkt-Tests"
"V04CX"	"Andere Diagnostika"
"V04CZ"	"Mittel zur Diagnosevorbereitung"
"V06"	"ALLGEMEINE DIÄTETIKA"
"V06A"	"DIÄTETIKA ZUR BEHANDLUNG DER ADIPOSITAS"
"V06AA"	"Niedrigkalorische Diäten"
"V06B"	"PROTEINZUSATZNAHRUNG"
"V06BA"	"Proteinzusatznahrung"
"V06C"	"SÄUGLINGSNAHRUNG"
"V06CA"	"Diätetika ohne Phenylalanin"
"V06CX"	"Andere Diätetika als Säuglingsnahrung"
"V06D"	"ANDERE DIÄTETIKA"
"V06DA"	"Kohlenhydrate/Proteine/Mineralstoffe/Vitamine, Kombinationen"
"V06DB"	"Fette/Kohlenhydrate/Proteine/Mineralstoffe/Vitamine, Kombinationen"
"V06DC"	"Kohlenhydrate"
"V06DD"	"Aminosäuren, inkl. Kombinationen mit Polypeptiden"
"V06DE"	"Aminosäuren/Kohlenhydrate/Mineralstoffe/Vitamine, Kombinationen"
"V06DF"	"Milchersatzstoffe"
"V06DX"	"Andere Diätetika-Kombinationen"
"V07"	"ALLE ÜBRIGEN NICHTTHERAPEUTISCHEN MITTEL"
"V07A"	"ALLE ÜBRIGEN NICHTTHERAPEUTISCHEN MITTEL"
"V07AA"	"Pflaster"
"V07AB"	"Lösungs- und Verdünnungsmittel, inkl. Spüllösungen"
"V07AC"	"Bluttransfusionen, Hilfsstoffe"
"V07AD"	"Blut-Tests, Hilfsmittel"
"V07AG"	"Verbandmittel"
"V07AI"	"Andere Hilfsmittel ohne Pharmazentralnummer"
"V07AK"	"Abrechnung von Mietgebühren für Hilfsmittel"
"V07AN"	"Inkontinenz-Artikel"
"V07AQ"	"Sonstige apothekenübliche Ware"
"V07AR"	"Sensitivitäts-Tests, Plättchen und Tabletten"
"V07AS"	"Stoma-Artikel"
"V07AT"	"Kosmetika"
"V07AU"	"Desinfektionsmittel"
"V07AV"	"Technische Desinfektionsmittel"
"V07AW"	"Verbandmittel/Pflaster ohne Pharmazentralnummer"
"V07AX"	"Waschsubstanzen etc."
"V07AY"	"Andere nichttherapeutische Hilfsmittel"
"V07AZ"	"Chemikalien und Reagenzien zur Analyse"
"V08"	"KONTRASTMITTEL"
"V08A"	"RÖNTGENKONTRASTMITTEL, IOD-HALTIG"
"V08AA"	"Wasserlösliche nephrotrope hochosmolare Röntgenkontrastmittel"
"V08AB"	"Wasserlösliche nephrotrope niederosmolare Röntgenkontrastmittel"
"V08AC"	"Wasserlösliche hepatotrope Röntgenkontrastmittel"
"V08AD"	"Wasserunlösliche Röntgenkontrastmittel"
"V08B"	"RÖNTGENKONTRASTMITTEL, NICHT IOD-HALTIG"
"V08BA"	"Bariumsulfat-haltige Röntgenkontrastmittel"
"V08C"	"KONTRASTMITTEL FÜR DIE MAGNETRESONANZTOMOGRAPHIE"
"V08CA"	"Paramagnetische Kontrastmittel"
"V08CB"	"Superparamagnetische Kontrastmittel"
"V08CX"	"Andere Kontrastmittel für die Magnetresonanztomographie"
"V08D"	"ULTRASCHALL-KONTRASTMITTEL"
"V08DA"	"Ultraschall-Kontrastmittel"
"V08E"	"FLUORESZENZ-KONTRASTMITTEL"
"V08EA"	"Fluoreszenz-Kontrastmittel"
"V09"	"RADIODIAGNOSTIKA"
"V09A"	"ZENTRALES NERVENSYSTEM"
"V09AA"	"[99mTc]Technetiumverbindungen"
"V09AB"	"[123I]Iodverbindungen"
"V09AX"	"Andere Radiodiagnostika für das zentrale Nervensystem"
"V09B"	"SKELETT"
"V09BA"	"[99mTc]Technetiumverbindungen"
"V09C"	"NIERENSYSTEM"
"V09CA"	"[99mTc]Technetiumverbindungen"
"V09CX"	"Andere Radiodiagnostika für das Nierensystem"
"V09D"	"LEBER- UND RETIKULOENDOTHELIALSYSTEM"
"V09DA"	"[99mTc]Technetiumverbindungen"
"V09DB"	"[99mTc]Technetium, Partikel und Kolloide"
"V09DX"	"Andere Radiodiagnostika für das Leber- und Retikuloendothelialsystem"
"V09E"	"RESPIRATIONSTRAKT"
"V09EA"	"[99mTc]Technetium, Inhalate"
"V09EB"	"[99mTc]Technetium, Partikel zur Injektion"
"V09EX"	"Andere Radiodiagnostika für den Respirationstrakt"
"V09F"	"SCHILDDRÜSE"
"V09FX"	"Verschiedene Radiodiagnostika für die Schilddrüse"
"V09G"	"KARDIOVASKULÄRES SYSTEM"
"V09GA"	"[99mTc]Technetiumverbindungen"
"V09GB"	"[125I]Iodverbindungen"
"V09GX"	"Andere Radiodiagnostika für das kardiovaskuläre System"
"V09H"	"ENTZÜNDUNGS- UND INFEKTIONSERKENNUNG"
"V09HA"	"[99mTc]Technetiumverbindungen"
"V09HB"	"[111In]Indiumverbindungen"
"V09HX"	"Andere Radiodiagnostika zur Erkennung von Entzündungen und Infektionen"
"V09I"	"TUMORERKENNUNG"
"V09IA"	"[99mTc]Technetiumverbindungen"
"V09IB"	"[111In]Indiumverbindungen"
"V09IX"	"Andere Radiodiagnostika zur Tumorerkennung"
"V09X"	"ANDERE RADIODIAGNOSTIKA"
"V09XA"	"[131I]Iodverbindungen"
"V09XX"	"Verschiedene Radiodiagnostika"
"V10"	"RADIOTHERAPEUTIKA"
"V10A"	"ENTZÜNDUNGSHEMMENDE MITTEL"
"V10AA"	"[90Y]Yttriumverbindungen"
"V10AX"	"Andere entzündungshemmende Radiotherapeutika"
"V10B"	"SCHMERZLINDERUNG (KNOCHENMETASTASEN)"
"V10BX"	"Verschiedene Radiopharmaka zur Schmerzlinderung"
"V10X"	"ANDERE RADIOTHERAPEUTIKA"
"V10XA"	"[131I]Iodverbindungen"
"V10XX"	"Verschiedene Radiotherapeutika"
"V20"	"WUNDVERBÄNDE"
"V60"	"HOMÖOPATHIKA UND ANTHROPOSOPHIKA"
"V60A"	"HOMÖOPATHIKA"
"V60AA"	"Homöopathika mit Pharmazentralnummer"
"V60AB"	"Homöopathika ohne Pharmazentralnummer"
"V60B"	"ANTHROPOSOPHIKA"
"V70"	"REZEPTUREN"
"V70A"	"REZEPTUREN ZUR BEHANDLUNG VON SUCHTERKRANKUNGEN"
"V70AA"	"Rezepturen zur Behandlung der Opiatabhängigkeit"
"V70B"	"REZEPTUREN ZUR ANTINEOPLASTISCHEN UND IMMUNMODULIERENDEN BEHANDLUNG"
"V70BA"	"Zytostatika-Zubereitungen"
"V70C"	"INDIVIDUELL HERGESTELLTE PARENTERALE LÖSUNGEN"
"V70CA"	"Individuell hergestellte parenterale Ernährungslösungen"
"V70CB"	"Individuell hergestellte parenterale Antibiotika-haltige Infusionslösungen"
"V70CC"	"Individuell hergestellte parenterale Virustatika-haltige Infusionslösungen"
"V70CD"	"Individuell hergestellte parenterale Schmerzlösungen"
"V70CE"	"Individuell hergestellte parenterale Lösungen mit Monoklonalen Antikörpern"
"V70CF"	"Individuell hergestellte parenterale Lösungen mit Folinaten, die keine weiteren Wirkstoffe enthalten"
"V70CX"	"Sonstige individuell hergestellte parenterale Lösungen"
"V70D"	"ABRECHNUNG VON VERORDNUNGEN"
"V70DA"	"Abrechnung von Verordnungen im Rahmen der künstlichen Befruchtung"
"V70X"	"ANDERE REZEPTUREN"
"V70XA"	"Rezepturen (auch Rezeptursubstanzen ungemischt)"
"V90"	"SONDERGRUPPEN"
"V90A"	"EINZELN IMPORTIERTE AM (§ 73 ABSATZ 3 AMG)"
"V90B"	"ARZNEIMITTEL OHNE PHARMAZENTRALNUMMER"
"V90C"	"STÜCKELUNG NACH ZIFFER 3, TECHNISCHE ANLAGE GEM. § 300 SGB V"
"V90D"	"ARZNEIMITTELDOSSIER NACH HAUSAPOTHEKENVERTRAG"
"V90E"	"TIERARZNEIMITTEL"
"V90F"	"BTM-GEBÜHR"
"V90G"	"NOCTU-GEBÜHR"
"V90H"	"ABRECHNUNGSFÄHIGE BESCHAFFUNGSKOSTEN"
"V90I"	"NICHTVERFÜGBARKEIT VON RABATTBEGÜNSTIGTEN ODER VON IMPORTIERTEN ARZNEIMITTELN"
"V90K"	"WIEDERABGABE VON ARZNEIMITTELN"
"V90L"	"AUSEINZELUNG"
