"key"	"name_de"	"name_en"
"G03D"	"GESTAGENE"	"Progestogens"
"G03DA"	"Pregnen-4-Derivate"	"Pregnen-(4) derivatives"
"G03DB"	"Pregnadien-Derivate"	"Pregnadien derivatives"
"G03DC"	"Estren-Derivate"	"Estren derivatives"
"G03DD"	"Gestagene, topische Zubereitungen"	NA
"G03E"	"ANDROGENE UND WEIBLICHE SEXUALHORMONE IN KOMBINATION"	"Androgens and female sex hormones in combination"
"G03EA"	"Androgene und Estrogene"	"Androgens and estrogens"
"G03EB"	"Androgen, Gestagen und Estrogen in Kombination"	"Androgen, progestogen and estrogen in combination"
"G03EK"	"Androgene und weibliche Sexualhormone in Kombination mit anderen Mitteln"	"Androgens and female sex hormones in combination with other drugs"
"G03F"	"GESTAGENE UND ESTROGENE IN KOMBINATION"	"Progestogens and estrogens in combination"
"G03FA"	"Gestagene und Estrogene, fixe Kombinationen"	"Progestogens and estrogens, fixed combinations"
"G03FB"	"Gestagene und Estrogene, Sequenzialpräparate"	"Progestogens and estrogens, sequential preparations"
"G03FC"	"Gestagene und Estrogene, Kombinationen mit anderen Mitteln"	NA
"G03G"	"GONADOTROPINE UND ANDERE OVULATIONSAUSLÖSER"	"Gonadotropins and other ovulation stimulants"
"G03GA"	"Gonadotropine"	"Gonadotropins"
"G03GB"	"Ovulationsauslöser, synthetisch"	"Ovulation stimulants, synthetic"
"G03H"	"ANTIANDROGENE"	"Antiandrogens"
"G03HA"	"Antiandrogene, rein"	"Antiandrogens, plain"
"G03HB"	"Antiandrogene und Estrogene"	"Antiandrogens and estrogens"
"G03X"	"ANDERE SEXUALHORMONE UND MODULATOREN DES GENITALSYSTEMS"	"Other sex hormones and modulators of the genital system"
"G03XA"	"Antigonadotropine und ähnliche Mittel"	"Antigonadotropins and similar agents"
"G03XB"	"Progesteron-Rezeptor-Modulatoren"	"Progesterone receptor modulators"
"G03XC"	"Selektive Estrogenrezeptor-Modulatoren"	"Selective estrogen receptor modulators"
"G04"	"UROLOGIKA"	"Urological drugs"
"G04B"	"UROLOGIKA"	"Urologicals"
"G04BA"	"Harn ansäuernde Mittel"	"Acidifiers"
"G04BC"	"Harnkonkrement lösende Mittel"	"Urinary concrement solvents"
"G04BD"	"Mittel bei häufiger Blasenentleerung und Harninkontinenz"	"Drugs for urinary frequency and incontinence"
"G04BE"	"Mittel bei erektiler Dysfunktion"	"Drugs used in erectile dysfunction"
"G04BH"	"Homöopathische und anthroposophische Urologika"	NA
"G04BP"	"Pflanzliche Urologika"	NA
"G04BX"	"Andere Urologika"	"Other urologicals"
"G04C"	"MITTEL BEI BENIGNER PROSTATAHYPERPLASIE"	"Drugs used in benign prostatic hypertrophy"
"G04CA"	"Alpha-Adrenozeptor-Antagonisten"	"Alpha-adrenoreceptor antagonists"
"G04CB"	"Testosteron-5-alpha-Reduktasehemmer"	"Testosterone-5-alpha reductase inhibitors"
"G04CH"	"Homöopathische und anthroposophische Prostatamittel"	NA
"G04CP"	"Pflanzliche Prostatamittel"	NA
"G04CX"	"Andere Mittel bei benigner Prostatahyperplasie"	"Other drugs used in benign prostatic hypertrophy"
"H"	"SYSTEMISCHE HORMONPRÄPARATE, EXKL. SEXUALHORMONE UND INSULINE"	"Systemic hormonal preparations, excluding reproductive hormones and insulins"
"H01"	"HYPOPHYSEN- UND HYPOTHALAMUSHORMONE UND ANALOGA"	"Pituitary and hypothalamic hormones and analogues"
"H01A"	"HYPOPHYSENVORDERLAPPENHORMONE UND ANALOGA"	"Anterior pituitary lobe hormones and analogues"
"H01AA"	"ACTH"	"Adrenocorticotropic hormone"
"H01AB"	"Thyrotropin"	"Thyrotropin"
"H01AC"	"Somatropin und Somatropin-Agonisten"	"Somatropin and somatropin agonists"
"H01AX"	"Andere Hypophysenvorderlappenhormone und Analoga"	"Other anterior pituitary lobe hormones and analogues"
"H01B"	"HYPOPHYSENHINTERLAPPENHORMONE"	"Posterior pituitary lobe hormones"
"H01BA"	"Vasopressin und Analoga"	"Vasopressin and analogues"
"H01BB"	"Oxytocin und Analoga"	"Oxytocin and analogues"
"H01C"	"HYPOTHALAMUSHORMONE"	"Hypothalamic hormones"
"H01CA"	"Gonadotropin-Releasing-Hormone"	"Gonadotropin-releasing hormones"
"H01CB"	"Somatostatin und Analoga"	"Somatostatin and analogues"
"H01CC"	"Gonadotropin-Releasing-Hormon-Antagonisten"	"Anti-gonadotropin-releasing hormones"
"H02"	"CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG"	"Corticosteroids systemic"
"H02A"	"CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, REIN"	"Corticosteroids for systemic use, plain"
"H02AA"	"Mineralocorticoide"	"Mineralocorticoids"
"H02AB"	"Glucocorticoide"	"Glucocorticoids"
"H02B"	"CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, KOMBINATIONEN"	"Corticosteroids for systemic use, combinations"
"H02BX"	"Corticosteroide zur systemischen Anwendung, Kombinationen"	"Corticosteroids for systemic use, combinations"
"H02C"	"NEBENNIERENHEMMSTOFFE"	"Antiadrenal preparations"
"H02CA"	"Anticorticosteroide"	"Anticorticosteroids"
"H03"	"SCHILDDRÜSENTHERAPIE"	"Thyroid therapy"
"H03A"	"SCHILDDRÜSENPRÄPARATE"	"Thyroid preparations"
"H03AA"	"Schilddrüsenhormone"	"Thyroid hormones"
"H03B"	"THYREOSTATIKA"	"Antithyroid preparations"
"H03BA"	"Thiouracile"	"Thiouracils"
"H03BB"	"Schwefel-haltige Imidazol-Derivate"	"Sulphur-containing imidazole derivatives"
"H03BC"	"Perchlorate"	"Perchlorates"
"H03BH"	"Homöopathische und anthroposophische Thyreostatika"	NA
"H03BP"	"Pflanzliche Thyreostatika"	NA
"H03BX"	"Andere Thyreostatika"	"Other antithyroid preparations"
"H03C"	"IODTHERAPIE"	"Iodine therapy"
"H03CA"	"Iodtherapie"	"Iodine therapy"
"H04"	"PANKREASHORMONE"	"Pancreatic hormones"
"H04A"	"GLYKOGENOLYTISCHE HORMONE"	"Glycogenolytic hormones"
"H04AA"	"Glykogenolytische Hormone"	"Glycogenolytic hormones"
"H05"	"CALCIUMHOMÖOSTASE"	"Calcium homeostasis"
"H05A"	"NEBENSCHILDDRÜSENHORMONE UND ANALOGA"	"Parathyroid hormones and analogues"
"H05AA"	"Nebenschilddrüsenhormone und Analoga"	"Parathyroid hormones and analogues"
"H05AH"	"Homöopathische und anthroposophische Nebenschilddrüsenhormone"	NA
"H05B"	"NEBENSCHILDDRÜSEN-ANTAGONISTEN"	"Anti-parathyroid agents"
"H05BA"	"Calcitonin-haltige Zubereitungen"	"Calcitonin preparations"
"H05BX"	"Andere Nebenschilddrüsen-Antagonisten"	"Other anti-parathyroid agents"
"J"	"ANTIINFEKTIVA ZUR SYSTEMISCHEN ANWENDUNG"	"Antiinfectives for systemic use"
"J01"	"ANTIBIOTIKA ZUR SYSTEMISCHEN ANWENDUNG"	"Antibacterial drugs"
"J01A"	"TETRACYCLINE"	"Tetracyclines"
"J01AA"	"Tetracycline"	"Tetracyclines"
"J01B"	"AMPHENICOLE"	"Amphenicols"
"J01BA"	"Amphenicole"	"Amphenicols"
"J01C"	"BETALACTAM-ANTIBIOTIKA, PENICILLINE"	"Beta lactam antibiotics, penicillins"
"J01CA"	"Penicilline mit erweitertem Wirkungsspektrum"	"Penicillins, Extended-Spectrum"
"J01CE"	"Beta-Lactamase-sensitive Penicilline"	"Beta-lactamase sensitive penicillins"
"J01CF"	"Beta-Lactamase-resistente Penicilline"	"Beta-lactamase resistant penicillins"
"J01CG"	"Beta-Lactamase-Inhibitoren"	"Beta-lactamase inhibitors"
"J01CR"	"Kombinationen von Penicillinen, inkl. Beta-Lactamase-Inhibitoren"	"Combinations of penicillins, including beta-lactamase inhibitors"
"J01D"	"ANDERE BETA-LACTAM-ANTIBIOTIKA"	"Other beta-lactam antibacterials"
"J01DB"	"Cephalosporine der 1. Generation"	"First generation cephalosporins list"
"J01DC"	"Cephalosporine der 2. Generation"	"Second generation cephalosporins list"
"J01DD"	"Cephalosporine der 3. Generation"	"Third-generation cephalosporins"
"J01DE"	"Cephalosporine der 4. Generation"	"Fourth-generation cephalosporins"
"J01DF"	"Monobactame"	"Monobactams"
"J01DH"	"Carbapeneme"	"Carbapenems"
"J01DI"	"Andere Cephalosporine und Peneme"	"Other cephalosporins and penems"
"J01E"	"SULFONAMIDE UND TRIMETHOPRIM"	"Sulfonamides and trimethoprim"
"J01EA"	"Trimethoprim und Derivate"	"Trimethoprim and derivatives"
"J01EB"	"Kurz wirkende Sulfonamide"	"Short-acting sulfonamides"
"J01EC"	"Mittellang wirkende Sulfonamide"	"Intermediate-acting sulfonamides"
"J01ED"	"Lang wirkende Sulfonamide"	"Long-acting sulfonamides"
"J01EE"	"Kombinationen von Sulfonamiden und Trimethoprim, inkl. Derivate"	"Combinations of sulfonamides and trimethoprim, including derivatives"
"J01F"	"MAKROLIDE, LINCOSAMIDE UND STREPTOGRAMINE"	"Macrolides, lincosamides and streptogramins"
"J01FA"	"Makrolide"	"Macrolide antibiotics"
"J01FF"	"Lincosamide"	"Lincosamide antibiotics"
"J01FG"	"Streptogramine"	"Streptogramin antibiotics"
"J01G"	"AMINOGLYKOSID-ANTIBIOTIKA"	"Aminoglycoside antibacterials"
"J01GA"	"Streptomycine"	"Streptomycins"
"J01GB"	"Andere Aminoglykoside"	"Other aminoglycosides"
"J01M"	"CHINOLONE"	"Quinolone antibacterials"
"J01MA"	"Fluorchinolone"	"Fluoroquinolones"
"J01MB"	"Andere Chinolone"	"Other quinolones"
"J01R"	"KOMBINATIONEN VON ANTIBIOTIKA"	"Combinations of antibacterials"
"J01RA"	"Kombinationen von Antibiotika"	"Combinations of antibacterials"
"J01X"	"ANDERE ANTIBIOTIKA"	"Other antibacterial drugs"
"J01XA"	"Glycopeptid-Antibiotika"	"Glycopeptide antibacterials"
"J01XB"	"Polymyxine"	"Polymyxins"
"J01XC"	"Steroid-Antibiotika"	"Steroid antibacterials"
"J01XD"	"Imidazol-Derivate"	"Imidazole derivatives"
"J01XE"	"Nitrofuran-Derivate"	"Nitrofuran derivatives"
"J01XX"	"Andere Antibiotika"	"Other antibacterials"
"J02"	"ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG"	"Antimycotic drugs"
"J02A"	"ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG"	"Antimycotics for systemic use"
"J02AA"	"Antibiotika"	"Antibiotics"
"J02AB"	"Imidazol-Derivate"	"Imidazole derivatives"
"J02AC"	"Triazol-Derivate"	"Triazole derivatives"
"J02AX"	"Andere Antimykotika zur systemischen Anwendung"	"Other antimycotics for systemic use"
"J04"	"MITTEL GEGEN MYKOBAKTERIEN"	"Antimycobacterials"
"J04A"	"MITTEL ZUR BEHANDLUNG DER TUBERKULOSE"	"Drugs for treatment of tuberculosis"
"J04AA"	"Aminosalicylsäure und Derivate"	"Aminosalicylic acid and derivatives"
"J04AB"	"Antibiotika"	"Antibiotics"
"J04AC"	"Hydrazide"	"Hydrazides"
"J04AD"	"Thiocarbamid-Derivate"	"Thiocarbamide derivatives"
"J04AK"	"Andere Mittel zur Behandlung der Tuberkulose"	"Other drugs for treatment of tuberculosis"
"J04AM"	"Kombinationen von Mitteln zur Behandlung der Tuberkulose"	"Combinations of drugs for treatment of tuberculosis"
"J04B"	"MITTEL ZUR BEHANDLUNG DER LEPRA"	"Drugs for treatment of lepra"
"J04BA"	"Mittel zur Behandlung der Lepra"	"Drugs for treatment of lepra"
"J05"	"ANTIVIRALE MITTEL ZUR SYSTEMISCHEN ANWENDUNG"	"Antiviral drugs"
"J05A"	"DIREKT WIRKENDE ANTIVIRALE MITTEL"	"Direct acting antiviral drugs"
"J05AA"	"Thiosemicarbazone"	"Thiosemicarbazones"
"J05AB"	"Nukleoside und Nukleotide, exkl. Inhibitoren der Reversen Transkriptase"	"Nucleosides and nucleotides excluding reverse transcriptase inhibitors"
"J05AC"	"Cyclische Amine"	"Cyclic amines"
"J05AD"	"Phosphonsäure-Derivate"	"Phosphonic acid derivatives"
"J05AE"	"Proteasehemmer"	"Protease inhibitors"
"J05AF"	"Nukleosidale und nukleotidale Inhibitoren der Reversen Transkriptase"	"Nucleoside and nucleotide reverse transcriptase inhibitors"
"J05AG"	"Nicht-Nukleosidale Inhibitoren der Reversen Transkriptase"	"Non-nucleoside reverse transcriptase inhibitors"
"J05AH"	"Neuraminidasehemmer"	"Neuraminidase inhibitors"
"J05AR"	"Antivirale Mittel zur Behandlung von HIV Infektionen, Kombinationen"	"Antivirals for treatment of HIV infections, combinations"
"J05AX"	"Andere antivirale Mittel"	"Other antivirals"
"J06"	"IMMUNSERA UND IMMUNGLOBULINE"	"Immune sera and immunoglobulins"
"J06A"	"IMMUNSERA"	"Immune sera"
"J06AA"	"Immunsera"	"Immune sera"
"J06B"	"IMMUNGLOBULINE"	"Immunoglobulins"
"J06BA"	"Immunglobuline, normal human"	"Immunoglobulins, normal human"
"J06BB"	"Spezifische Immunglobuline"	"Specific immunoglobulins"
"J06BC"	"Andere Immunglobuline"	"Other immunoglobulins"
"J07"	"IMPFSTOFFE"	"Vaccines"
"J07A"	"BAKTERIELLE IMPFSTOFFE"	"Bacterial vaccines"
"J07AC"	"Milzbrand-Impfstoffe"	"Anthrax vaccines"
"J07AD"	"Brucellose-Impfstoffe"	"Brucellosis vaccines"
"J07AE"	"Cholera-Impfstoffe"	"Cholera vaccines"
"J07AF"	"Diphtherie-Impfstoffe"	"Diphtheria vaccines"
"J07AG"	"Haemophilus influenzae B-Impfstoffe"	"Haemophilus influenzae B vaccine"
"J07AH"	"Meningokokken-Impfstoffe"	"Meningococcal vaccines"
"J07AJ"	"Pertussis-Impfstoffe"	"Pertussis vaccines"
"J07AK"	"Pest-Impfstoffe"	"Plague vaccines"
"J07AL"	"Pneumokokken-Impfstoffe"	"Pneumococcal vaccines"
"J07AM"	"Tetanus-Impfstoffe"	"Tetanus vaccines"
"J07AN"	"Tuberkulose-Impfstoffe"	"Tuberculosis vaccines"
"J07AP"	"Typhus-Impfstoffe"	"Typhoid vaccines"
"J07AR"	"Typhus (exanthematicus)-Impfstoffe"	"Typhus (exanthematicus) vaccines"
"J07AX"	"Andere bakterielle Impfstoffe"	"Other bacterial vaccines"
"J07B"	"VIRALE IMPFSTOFFE"	"Viral vaccines"
"J07BA"	"Encephalitis-Impfstoffe"	"Encephalitis vaccines"
"J07BB"	"Influenza-Impfstoffe"	"Influenza vaccines"
"J07BC"	"Hepatitis-Impfstoffe"	"Hepatitis vaccines"
"J07BD"	"Masern-Impfstoffe"	"Measles vaccines"
"J07BE"	"Mumps-Impfstoffe"	"Mumps vaccines"
"J07BF"	"Poliomyelitis-Impfstoffe"	"Poliomyelitis vaccines"
"J07BG"	"Tollwut-Impfstoffe"	"Rabies vaccines"
"J07BH"	"Rotavirus-Diarrhoe-Impfstoffe"	"Rotavirus diarrhea vaccines"
"J07BJ"	"Röteln-Impfstoffe"	"Rubella vaccines"
"J07BK"	"Varicella Zoster Impfstoffe"	"Varicella zoster vaccines"
"J07BL"	"Gelbfieber-Impfstoffe"	"Yellow fever vaccines"
"J07BM"	"Papillomvirus-Impfstoffe"	"Papillomavirus vaccines"
"J07BX"	"Andere virale Impfstoffe"	"Other viral vaccines"
"J07C"	"BAKTERIELLE UND VIRALE IMPFSTOFFE, KOMBINIERT"	"Bacterial and viral vaccines"
"J07CA"	"Bakterielle und virale Impfstoffe, kombiniert"	"Bacterial and viral vaccines"
"J07X"	"ANDERE IMPFSTOFFE"	"Other vaccines"
"L"	"ANTINEOPLASTISCHE UND IMMUNMODULIERENDE MITTEL"	"Antineoplastic and immunomodulating agents"
"L01"	"ANTINEOPLASTISCHE MITTEL"	"Antineoplastic drugs"
"L01A"	"ALKYLIERENDE MITTEL"	"Alkylating agents list"
"L01AA"	"Stickstofflost-Analoga"	"Nitrogen mustard analogues"
"L01AB"	"Alkylsulfonate"	"Alkyl sulfonates"
"L01AC"	"Ethylenimine"	"Ethylene imines"
"L01AD"	"Nitrosoharnstoffe"	"Nitrosoureas"
"L01AG"	"Epoxide"	"Epoxides"
"L01AX"	"Andere alkylierende Mittel"	"Other alkylating agents"
"L01B"	"ANTIMETABOLITEN"	"Antimetabolites"
"L01BA"	"Folsäure-Analoga"	"Folic acid analogues"
"L01BB"	"Purin-Analoga"	"Purine analogues"
"L01BC"	"Pyrimidin-Analoga"	"Pyrimidine analogues"
"L01C"	"PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL"	"Plant alkaloids and other natural products"
"L01CA"	"Vinka-Alkaloide und Analoga"	"Vinca alkaloids and analogues"
"L01CB"	"Podophyllotoxin-Derivate"	"Podophyllotoxin derivatives"
"L01CC"	"Colchicin-Derivate"	"Colchicine derivatives"
"L01CD"	"Taxane"	"Taxanes"
"L01CH"	"Andere homöopathische und anthroposophische Mittel"	NA
"L01CP"	"Andere pflanzliche Mittel"	NA
"L01CX"	"Andere pflanzliche Alkaloide und natürliche Mittel"	"Other plant alkaloids and natural products"
"L01D"	"ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN"	"Cytotoxic antibiotics and related substances"
"L01DA"	"Actinomycine"	"Actinomycin"
"L01DB"	"Anthracycline und verwandte Substanzen"	"Anthracyclines and related substances"
"L01DC"	"Andere zytotoxische Antibiotika"	"Other cytotoxic antibiotics"
"L01X"	"ANDERE ANTINEOPLASTISCHE MITTEL"	"Other antineoplastic agents"
"L01XA"	"Platin-haltige Verbindungen"	"Platinum compounds"
"L01XB"	"Methylhydrazine"	"Methylhydrazines"
"L01XC"	"Monoklonale Antikörper"	"Monoclonal antibodies"
"L01XD"	"Sensibilisatoren für die photodynamische/Radio-Therapie"	"Sensitizers used in photodynamic/radiation therapy"
"L01XE"	"Proteinkinase-Inhibitoren"	"Protein kinase inhibitors"
"L01XX"	"Andere antineoplastische Mittel"	"Other antineoplastic agents"
"L01XY"	"Kombinationen von antineoplastischen Mitteln"	"Combinations of antineoplastic agents"
"L02"	"ENDOKRINE THERAPIE"	"Endocrine therapy"
"L02A"	"HORMONE UND VERWANDTE MITTEL"	"Hormones and related agents"
"L02AA"	"Estrogene"	"Estrogens"
"L02AB"	"Gestagene"	"Progestogens"
"L02AE"	"Gonadotropin-Releasing-Hormon-Analoga"	"Gonadotropin-releasing hormone analogues"
"L02AX"	"Andere Hormone"	"Other hormones"
"L02B"	"HORMONANTAGONISTEN UND VERWANDTE MITTEL"	"Hormone antagonists and related agents"
"L02BA"	"Antiestrogene"	"Anti-estrogens"
"L02BB"	"Antiandrogene"	"Anti-androgens"
"L02BG"	"Aromatase-Inhibitoren"	"Aromatase inhibitors"
"L02BX"	"Andere Hormonantagonisten und verwandte Mittel"	"Other hormone antagonists and related agents"
"L03"	"IMMUNSTIMULANZIEN"	"Immunostimulants drugs"
"L03A"	"IMMUNSTIMULANZIEN"	"Immunostimulants drugs"
"L03AA"	"Koloniestimulierende Faktoren"	"Colony stimulating factors"
"L03AB"	"Interferone"	"Interferons"
"L03AC"	"Interleukine"	"Interleukins"
"L03AG"	"Bakterielle Immunstimulanzien"	NA
"L03AH"	"Homöopathische und anthroposophische Immunstimulanzien"	NA
"L03AP"	"Pflanzliche Immunstimulanzien"	NA
"L03AX"	"Andere Immunstimulanzien"	"Other immunostimulants"
"L04"	"IMMUNSUPPRESSIVA"	"Immunosuppressants drugs"
"L04A"	"IMMUNSUPPRESSIVA"	"Immunosuppressants drugs"
"L04AA"	"Selektive Immunsuppressiva"	"Selective immunosuppressants"
"L04AB"	"Tumornekrosefaktor alpha(TNF-alpha)-Inhibitoren"	"Tumor necrosis factor alpha (TNF-α) inhibitors"
"L04AC"	"Interleukin-Inhibitoren"	"Interleukin inhibitors"
"L04AD"	"Calcineurin-Inhibitoren"	"Calcineurin inhibitors"
"L04AX"	"Andere Immunsuppressiva"	"Other immunosuppressants"
"M"	"MUSKEL- UND SKELETTSYSTEM"	"Musculoskeletal system"
"M01"	"ANTIPHLOGISTIKA UND ANTIRHEUMATIKA"	"Anti-inflammatory and antirheumatic drugs"
"M01A"	"NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA"	"Anti-inflammatory and antirheumatic products, non-steroids"
"M01AA"	"Butylpyrazolidine"	"Butylpyrazolidines"
"M01AB"	"Essigsäure-Derivate und verwandte Substanzen"	"Acetic acid derivatives and related substances"
"M01AC"	"Oxicame"	"Oxicams"
"M01AE"	"Propionsäure-Derivate"	"Propionic acid derivatives"
"M01AG"	"Fenamate"	"Fenamate Drugs"
"M01AH"	"Coxibe"	"Coxibs"
"M01AX"	"Andere nichtsteroidale Antiphlogistika und Antirheumatika"	"Other anti-inflammatory and antirheumatic agents, non-steroids"
"M01B"	"ANTIPHLOGISTIKA/ANTIRHEUMATIKA IN KOMBINATION"	"Anti-inflammatory/antirheumatic agents in combination"
"M01BA"	"Antiphlogistika/Antirheumatika in Kombination mit Corticosteroiden"	"Anti-inflammatory/antirheumatic agents in combination with corticosteroids"
"M01BP"	"Andere pflanzliche Antiphlogistika/Antirheumatika in Kombination"	NA
"M01BX"	"Andere Antiphlogistika/Antirheumatika in Kombination mit anderen Mitteln"	NA
"M01C"	"SPEZIFISCHE ANTIRHEUMATIKA"	"Specific antirheumatic agents"
"M01CA"	"Chinoline"	"Quinolines"
"M01CB"	"Gold-Verbindungen"	"Gold preparations"
"M01CC"	"Penicillamin und ähnliche Mittel"	"Penicillamine and similar agents"
"M01CX"	"Andere spezifische Antirheumatika"	"Other specific antirheumatic agents"
"M02"	"TOPISCHE MITTEL GEGEN GELENK- UND MUSKELSCHMERZEN"	"Topical products for joint and muscular pain"
"M02A"	"TOPISCHE MITTEL GEGEN GELENK- UND MUSKELSCHMERZEN"	"Topical products for joint and muscular pain"
"M02AA"	"Nichtsteroidale Antiphlogistika zur topischen Anwendung"	"Anti-inflammatory preparations, non-steroids for topical use"
"M02AB"	"Capsaicin und ähnliche Mittel"	"Capsaicin and similar agents"
"M02AC"	"Zubereitungen mit Salicylsäure-Derivaten"	"Preparations with salicylic acid derivatives"
"M02AD"	"Zubereitungen mit Nicotinsäure-Derivaten"	NA
"M02AH"	"Homöopathische und anthroposophische Zubereitungen gegen Muskel- und Gelenkschmerzen zur topischen Anwendung"	NA
"M02AP"	"Pflanzliche Zubereitungen gegen Muskel- und Gelenkschmerzen zur topischen Anwendung"	NA
"M02AX"	"Andere topische Mittel gegen Gelenk- und Muskelschmerzen"	"Other topical products for joint and muscular pain"
"M02B"	"BALNEOTHERAPEUTISCHE ANTIRHEUMATIKA"	NA
"M02BA"	"Hyperämisierende balneotherapeutische Antirheumatika"	NA
"M02BB"	"Balneotherapeutische Antirheumatika mit Salicylsäure-Derivaten"	NA
"M02BP"	"Pflanzliche balneotherapeutische Antirheumatika"	NA
"M02BX"	"Andere balneotherapeutische Antirheumatika"	NA
"M03"	"MUSKELRELAXANZIEN"	"Muscle relaxants"
"M03A"	"MUSKELRELAXANZIEN, PERIPHER WIRKENDE MITTEL"	"Muscle relaxants, peripherally acting agents"
"M03AA"	"Curare-Alkaloide"	"Curare alkaloids"
"M03AB"	"Cholin-Derivate"	"Choline derivatives"
"M03AC"	"Andere quartäre Ammonium-Verbindungen"	"Other quaternary ammonium compounds"
"M03AX"	"Andere Muskelrelaxanzien, peripher wirkende Mittel"	"Other muscle relaxants, peripherally acting agents"
"M03B"	"MUSKELRELAXANZIEN, ZENTRAL WIRKENDE MITTEL"	"Muscle relaxants, centrally acting agents"
"M03BA"	"Carbaminsäureester"	"Carbamic acid esters"
"M03BB"	"Oxazol-, Thiazin- und Triazin-Derivate"	"Oxazol, thiazine, and triazine derivatives"
"M03BC"	"Ether, chemisch den Antihistaminika verwandt"	"Ethers, chemically close to antihistamines"
"M03BX"	"Andere zentral wirkende Mittel"	"Other centrally acting agents"
"M03C"	"MUSKELRELAXANZIEN, DIREKT WIRKENDE MITTEL"	"Muscle relaxants, directly acting agents"
"M03CA"	"Dantrolen und Derivate"	"Dantrolene and derivatives"
"M04"	"GICHTMITTEL"	"Antigout preparations"
"M04A"	"GICHTMITTEL"	"Antigout preparations"
"M04AA"	"Urikostatika"	"Preparations inhibiting uric acid production"
"M04AB"	"Urikosurika"	"Preparations increasing uric acid excretion"
"M04AC"	"Gichtmittel ohne Effekt auf den Harnsäuremetabolismus"	"Preparations with no effect on uric acid metabolism"
"M04AH"	"Homöopathische und anthroposophische Gichtmittel"	NA
"M04AX"	"Andere Gichtmittel"	"Other antigout preparations"
"M05"	"MITTEL ZUR BEHANDLUNG VON KNOCHENERKRANKUNGEN"	"Drugs for treatment of bone diseases"
"M05B"	"MITTEL MIT EINFLUSS AUF DIE KNOCHENSTRUKTUR UND DIE MINERALISATION"	"Drugs affecting bone structure and mineralization"
"M05BA"	"Bisphosphonate"	"Bisphosphonates"
"M05BB"	"Bisphosphonate, Kombinationen"	"Bisphosphonates, combinations"
"M05BC"	"Knochenmorphogene Proteine"	"Bone morphogenetic proteins"
"M05BX"	"Andere Mittel mit Einfluss auf die Knochenstruktur und die Mineralisation"	"Other drugs affecting bone structure and mineralization"
"M09"	"ANDERE MITTEL GEGEN STÖRUNGEN DES MUSKEL- UND SKELETTSYSTEMS"	"Other drugs for disorders of the musculo-skeletal system"
"M09A"	"ANDERE MITTEL GEGEN STÖRUNGEN DES MUSKEL- UND SKELETTSYSTEMS"	"Other drugs for disorders of the musculo-skeletal system"
"M09AA"	"Chinin und Derivate"	"Quinine and derivatives"
"M09AB"	"Enzyme"	"Enzymes"
"M09AH"	"Andere homöopathische und anthroposophische Zubereitungen gegen Störungen des Muskel- und Skelettsystems"	NA
"M09AP"	"Andere pflanzliche Zubereitungen gegen Störungen des Muskel- und Skelettsystems"	NA
"M09AX"	"Andere Mittel gegen Störungen des Muskel- und Skelettsystems"	"Other drugs for disorders of the musculo-skeletal system"
"N"	"NERVENSYSTEM"	"Nervous system"
"N01"	"ANÄSTHETIKA"	"Anesthetic drugs"
"N01A"	"ALLGEMEINANÄSTHETIKA"	"General anesthetics list"
"N01AA"	"Ether"	"Ethers"
"N01AB"	"Halogenierte Kohlenwasserstoffe"	"Halogenated hydrocarbons"
"N01AF"	"Barbiturate, rein"	"Barbiturates, plain"
"N01AG"	"Barbiturate in Kombination mit anderen Mitteln"	"Barbiturates in combination with other drugs"
"N01AH"	"Opioidanästhetika"	"Opioid anesthetics"
"N01AX"	"Andere Allgemeinanästhetika"	"Other general anesthetics"
"N01B"	"LOKALANÄSTHETIKA"	"Local anesthesia drugs"
"N01BA"	"Ester der Aminobenzoesäure"	"Esters of aminobenzoic acid"
"N01BB"	"Amide"	"Amides"
"N01BC"	"Ester der Benzoesäure"	"Esters of benzoic acid"
"N01BH"	"Homöopathische und anthroposophische Lokalanästhetika"	NA
"N01BX"	"Andere Lokalanästhetika"	"Other local anesthesia drugs"
"N02"	"ANALGETIKA"	"Analgesic drugs"
"N02A"	"OPIOIDE"	"Opioid drugs list"
"N02AA"	"Natürliche Opium-Alkaloide"	"Natural opium alkaloids list"
"N02AB"	"Phenylpiperidin-Derivate"	"Phenylpiperidine derivatives"
"N02AC"	"Diphenylpropylamin-Derivate"	"Diphenylpropylamine derivatives"
"N02AD"	"Benzomorphan-Derivate"	"Benzomorphan derivatives"
"N02AE"	"Oripavin-Derivate"	"Oripavine derivatives"
"N02AF"	"Morphinan-Derivate"	"Morphinan derivatives"
"N02AG"	"Opioide in Kombination mit Spasmolytika"	"Opioids in combination with antispasmodics"
"N02AX"	"Andere Opioide"	"Other opioids"
"N02B"	"ANDERE ANALGETIKA UND ANTIPYRETIKA"	"Other analgesics and antipyretics"
